#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	46.03382
k__Bacteria|p__Actinobacteria	20.87206
k__Bacteria|p__Bacteroidetes	18.01325
k__Bacteria|p__Proteobacteria	12.63982
k__Bacteria|p__Fusobacteria	1.93518
k__Bacteria|p__Candidatus_Saccharibacteria	0.3969
k__Bacteria|p__Spirochaetes	0.10897
k__Bacteria|p__Firmicutes|c__Negativicutes	21.54887
k__Bacteria|p__Actinobacteria|c__Actinobacteria	20.87206
k__Bacteria|p__Firmicutes|c__Bacilli	19.89217
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	16.02671
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6.25221
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5.47383
k__Bacteria|p__Firmicutes|c__Clostridia	3.7271
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.93518
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1.56813
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.91378
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.86567
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.41841
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.3969
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.10897
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	21.54887
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	18.53368
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	17.18989
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	16.02671
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	6.06846
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	5.35974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.7271
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.70228
