#SampleID	Metaphlan2_Analysis
k__Bacteria	99.99523
k__Viruses	0.00477
k__Bacteria|p__Actinobacteria	40.21645
k__Bacteria|p__Firmicutes	38.55282
k__Bacteria|p__Bacteroidetes	13.4503
k__Bacteria|p__Proteobacteria	6.72026
k__Bacteria|p__Fusobacteria	1.03313
k__Bacteria|p__Candidatus_Saccharibacteria	0.02002
k__Viruses|p__Viruses_noname	0.00477
k__Bacteria|p__Spirochaetes	0.00226
k__Bacteria|p__Actinobacteria|c__Actinobacteria	40.21645
k__Bacteria|p__Firmicutes|c__Bacilli	21.18413
k__Bacteria|p__Firmicutes|c__Negativicutes	15.52162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	13.28224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.42511
k__Bacteria|p__Firmicutes|c__Clostridia	1.49386
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.0845
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.03313
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.35321
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.21065
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.14019
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.02786
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.02002
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00477
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00226
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	38.8131
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	20.72043
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15.52162
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	13.28224
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	5.38537
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.49386
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.39148
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1.0742
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.03313
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.4637
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.35321
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.21065
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.14019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.03975
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.02786
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.02002
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.01187
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0103
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.00477
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.00226
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	23.67575
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	18.83489
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	15.52162
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	14.87478
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	12.96748
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	5.38537
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	1.88516
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.39148
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	1.0742
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.83033
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.66055
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.4637
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.37258
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.35321
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.34623
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.31476
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.27919
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.22953
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.21065
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.14019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.03975
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	0.02786
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.02757
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.02002
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0.01724
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae	0.0158
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.01187
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.00575
