#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Actinobacteria	41.23188
k__Bacteria|p__Firmicutes	34.84662
k__Bacteria|p__Proteobacteria	12.92915
k__Bacteria|p__Bacteroidetes	9.98689
k__Bacteria|p__Fusobacteria	0.95592
k__Bacteria|p__Candidatus_Saccharibacteria	0.04954
k__Bacteria|p__Actinobacteria|c__Actinobacteria	41.23188
k__Bacteria|p__Firmicutes|c__Bacilli	18.58884
k__Bacteria|p__Firmicutes|c__Negativicutes	14.6855
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	11.9392
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	9.76782
k__Bacteria|p__Firmicutes|c__Clostridia	1.25955
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.95592
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.69535
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.31272
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.2946
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.21429
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.04954
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.00478
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	40.43796
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	18.10554
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	14.6855
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	11.85301
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	9.76782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.25955
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.95592
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.78831
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.67958
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.4833
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.31272
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.2946
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.21429
