#SampleID	Metaphlan2_Analysis
k__Bacteria	99.75369
k__Viruses	0.24631
k__Bacteria|p__Firmicutes	31.17304
k__Bacteria|p__Bacteroidetes	27.9415
k__Bacteria|p__Proteobacteria	20.12935
k__Bacteria|p__Actinobacteria	17.74584
k__Bacteria|p__Fusobacteria	2.6716
k__Viruses|p__Viruses_noname	0.24631
k__Bacteria|p__Candidatus_Saccharibacteria	0.05721
k__Bacteria|p__Spirochaetes	0.03514
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	27.08932
k__Bacteria|p__Firmicutes|c__Negativicutes	24.08953
k__Bacteria|p__Actinobacteria|c__Actinobacteria	17.74584
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	17.17235
k__Bacteria|p__Firmicutes|c__Bacilli	6.03549
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2.6716
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.06503
k__Bacteria|p__Firmicutes|c__Clostridia	0.95914
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.89197
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.78496
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.24631
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.08888
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.06723
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.05721
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.03514
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	27.08932
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	24.08953
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	17.12127
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	17.01454
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	5.90114
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2.6716
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.02171
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.95914
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.89197
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.78496
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.62457
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.24631
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.15781
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.13435
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.08888
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.06723
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.05721
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.04332
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.03514
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	26.35604
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	24.08953
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	17.01454
