#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	46.44728
k__Bacteria|p__Actinobacteria	21.96466
k__Bacteria|p__Proteobacteria	17.67094
k__Bacteria|p__Bacteroidetes	12.2702
k__Bacteria|p__Fusobacteria	1.54404
k__Bacteria|p__Candidatus_Saccharibacteria	0.06311
k__Bacteria|p__Spirochaetes	0.03976
k__Bacteria|p__Firmicutes|c__Bacilli	25.68001
k__Bacteria|p__Actinobacteria|c__Actinobacteria	21.96466
k__Bacteria|p__Firmicutes|c__Negativicutes	19.05258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	13.3725
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	11.72853
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	3.9753
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.54404
k__Bacteria|p__Firmicutes|c__Clostridia	1.38712
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.38395
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.32756
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.32314
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.15772
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.06311
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.03976
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	23.78488
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	21.12531
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	19.05258
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	13.27965
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	11.72853
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3.97173
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.89514
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.54404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.38712
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.82639
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.38395
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.32756
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.32314
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.15772
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.09285
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.06311
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.03976
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.01296
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.00357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	20.49227
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	19.05258
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	13.52791
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	13.27965
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	11.37981
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	7.08176
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	3.97173
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	3.29261
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.89514
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.89329
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.82639
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.65076
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.51564
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.47363
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.46657
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.38395
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.34872
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.32756
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.32314
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.31961
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	0.15772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.11375
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.09285
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.06311
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.03976
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.01357
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.01296
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.00357
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	20.49227
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	17.93678
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	13.52791
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	13.10024
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	9.86142
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	7.08176
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	3.92929
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	3.29261
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	1.89514
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	1.51839
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.89329
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0.8806
