#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	50.28115
k__Bacteria|p__Actinobacteria	35.59082
k__Bacteria|p__Bacteroidetes	9.03773
k__Bacteria|p__Proteobacteria	3.64351
k__Bacteria|p__Fusobacteria	1.38946
k__Bacteria|p__Candidatus_Saccharibacteria	0.05734
k__Bacteria|p__Actinobacteria|c__Actinobacteria	35.59082
k__Bacteria|p__Firmicutes|c__Bacilli	34.66153
k__Bacteria|p__Firmicutes|c__Negativicutes	11.54961
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	8.87465
k__Bacteria|p__Firmicutes|c__Clostridia	3.34422
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.41572
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.38946
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.15673
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.72579
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.15248
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.07105
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.05734
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.0106
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	34.65953
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	31.09285
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	11.54961
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	8.87465
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3.56868
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.34422
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.3989
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.38946
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.13851
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.87892
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.72579
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.15248
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.07105
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.05734
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.05236
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.01822
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.01683
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.0106
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	29.6645
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	24.29658
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	11.54961
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	9.42198
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	7.81155
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	3.56868
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2.3989
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.43193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	1.36315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.28587
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	1.13851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.0631
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	1.06095
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.89585
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.87892
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.72579
