#SampleID	Metaphlan2_Analysis
k__Bacteria	99.8483
k__Viruses	0.1517
k__Bacteria|p__Firmicutes	41.71192
k__Bacteria|p__Actinobacteria	34.47528
k__Bacteria|p__Proteobacteria	17.4636
k__Bacteria|p__Bacteroidetes	5.17997
k__Bacteria|p__Fusobacteria	0.93822
k__Viruses|p__Viruses_noname	0.1517
k__Bacteria|p__Candidatus_Saccharibacteria	0.07481
k__Bacteria|p__Spirochaetes	0.00314
k__Bacteria|p__Synergistetes	0.00136
k__Bacteria|p__Actinobacteria|c__Actinobacteria	34.47528
k__Bacteria|p__Firmicutes|c__Bacilli	22.86569
k__Bacteria|p__Firmicutes|c__Negativicutes	15.7212
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	11.25646
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5.89767
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.92829
k__Bacteria|p__Firmicutes|c__Clostridia	2.23179
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.93822
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.89325
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.30923
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.2393
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.1517
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.07481
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.01238
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00314
k__Bacteria|p__Synergistetes|c__Synergistia	0.00136
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00024
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	33.59657
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	20.17366
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15.7212
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	11.1505
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	5.63063
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.92829
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.69203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.23179
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.93822
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.89325
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.77915
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.30923
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.26704
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.2393
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.15074
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.10596
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.09956
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.07481
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.01238
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.00314
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.00136
