#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Proteobacteria	43.16724
k__Bacteria|p__Actinobacteria	29.65981
k__Bacteria|p__Firmicutes	19.58829
k__Bacteria|p__Bacteroidetes	6.73434
k__Bacteria|p__Fusobacteria	0.82575
k__Bacteria|p__Spirochaetes	0.01579
k__Bacteria|p__Candidatus_Saccharibacteria	0.00877
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	34.20948
k__Bacteria|p__Actinobacteria|c__Actinobacteria	29.65981
k__Bacteria|p__Firmicutes|c__Bacilli	12.4325
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	8.88149
k__Bacteria|p__Firmicutes|c__Negativicutes	6.84468
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5.77801
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.95634
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.82575
k__Bacteria|p__Firmicutes|c__Clostridia	0.31112
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.07627
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.01579
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00877
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	34.12532
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	29.65778
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	10.96506
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	8.86189
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.84468
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5.77801
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.46743
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.95634
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.82575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.31112
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.08415
