#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	38.58287
k__Bacteria|p__Actinobacteria	38.40928
k__Bacteria|p__Bacteroidetes	12.16878
k__Bacteria|p__Proteobacteria	9.94458
k__Bacteria|p__Fusobacteria	0.78125
k__Bacteria|p__Candidatus_Saccharibacteria	0.10245
k__Bacteria|p__Spirochaetes	0.01077
k__Bacteria|p__Actinobacteria|c__Actinobacteria	38.40928
k__Bacteria|p__Firmicutes|c__Bacilli	22.354
k__Bacteria|p__Firmicutes|c__Negativicutes	14.83243
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	11.81531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	6.75373
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.92885
k__Bacteria|p__Firmicutes|c__Clostridia	1.12838
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.78125
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.26806
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.262
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.25325
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.10245
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.10022
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.01077
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	37.73121
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	21.22477
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	14.83243
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	11.81531
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	6.70368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.90677
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.12923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.12838
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.78125
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.6017
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.26806
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.262
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.25325
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.10245
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.10022
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.07637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.05005
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02208
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.01077
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	22.66034
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	18.87171
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	14.83243
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	14.31843
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	10.76318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	6.70368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2.90677
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2.34327
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.12923
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.05213
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.74103
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.6017
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.41494
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.39798
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.36631
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.33283
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.26806
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.262
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.25325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.19703
