#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Actinobacteria	48.96966
k__Bacteria|p__Firmicutes	37.72715
k__Bacteria|p__Proteobacteria	10.79086
k__Bacteria|p__Bacteroidetes	1.71675
k__Bacteria|p__Fusobacteria	0.62124
k__Bacteria|p__Candidatus_Saccharibacteria	0.17434
k__Bacteria|p__Actinobacteria|c__Actinobacteria	48.96966
k__Bacteria|p__Firmicutes|c__Bacilli	25.16199
k__Bacteria|p__Firmicutes|c__Negativicutes	10.16479
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.50549
k__Bacteria|p__Firmicutes|c__Clostridia	1.82085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1.61135
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.03454
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.62124
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.57953
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.24823
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.17434
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.10179
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.00361
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.00259
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	47.96262
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	24.03476
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	10.16479
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	9.44887
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.82085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1.61135
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.12723
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.95682
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.95022
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.62124
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.57953
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.24823
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.17434
