#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Actinobacteria	34.16952
k__Bacteria|p__Firmicutes	24.92268
k__Bacteria|p__Proteobacteria	16.54904
k__Bacteria|p__Fusobacteria	8.72415
k__Bacteria|p__Bacteroidetes	8.19075
k__Bacteria|p__Candidatus_Saccharibacteria	4.68506
k__Bacteria|p__Spirochaetes	2.05458
k__Bacteria|p__Synergistetes	0.70181
k__Bacteria|p__Deinococcus_Thermus	0.00241
k__Bacteria|p__Actinobacteria|c__Actinobacteria	34.16952
k__Bacteria|p__Firmicutes|c__Negativicutes	18.61944
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	10.1661
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	8.72415
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5.09977
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	4.68506
k__Bacteria|p__Firmicutes|c__Clostridia	3.8484
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3.43295
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2.9326
k__Bacteria|p__Firmicutes|c__Bacilli	2.2032
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2.05458
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	1.90833
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1.18265
k__Bacteria|p__Synergistetes|c__Synergistia	0.70181
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.25164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.01739
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0.00241
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	33.17117
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	18.61944
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	8.72415
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	6.73912
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5.09977
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	4.68506
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.8484
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	3.42698
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2.99823
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2.9326
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2.05458
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	1.90833
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1.18265
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.128
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.0752
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.99792
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.70181
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.43472
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.25164
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	0.01026
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.00713
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales	0.00241
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.00043
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	28.35354
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	18.61574
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	6.73912
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	5.91242
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	4.68506
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	3.39214
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2.99823
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2.9326
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2.87133
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	2.81173
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	2.43382
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	2.30824
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.22844
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2.05458
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	1.90833
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	1.18265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	1.16452
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	1.14631
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.128
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.99792
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.85457
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.78063
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.70181
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.55642
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.43472
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.25164
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.21848
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.20052
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.05943
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.03485
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae	0.01044
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	0.01026
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.00713
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0.0057
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.00369
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	0.00241
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.00214
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.00043
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	18.95385
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas	10.82308
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	9.39969
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	5.91242
