#SampleID	Metaphlan2_Analysis
k__Bacteria	99.98498
k__Viruses	0.01502
k__Bacteria|p__Firmicutes	31.98434
k__Bacteria|p__Bacteroidetes	27.28387
k__Bacteria|p__Actinobacteria	21.32313
k__Bacteria|p__Proteobacteria	16.21955
k__Bacteria|p__Fusobacteria	2.2776
k__Bacteria|p__Candidatus_Saccharibacteria	0.46077
k__Bacteria|p__Spirochaetes	0.43572
k__Viruses|p__Viruses_noname	0.01502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	26.52436
k__Bacteria|p__Firmicutes|c__Negativicutes	21.59178
k__Bacteria|p__Actinobacteria|c__Actinobacteria	21.32313
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.79326
k__Bacteria|p__Firmicutes|c__Bacilli	8.85385
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	5.6328
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2.2776
k__Bacteria|p__Firmicutes|c__Clostridia	1.30979
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.79349
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.46404
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.46077
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.43572
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.29547
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.22892
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.01502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	26.52436
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	21.59178
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	20.84722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	9.75972
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	8.60493
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	5.25057
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2.2776
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.30979
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.79349
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.4759
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.46404
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.46077
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.43572
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.29547
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.24892
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.23221
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.22892
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.15002
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.03354
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.01502
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	23.88657
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	21.59178
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	15.39864
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	9.75972
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	7.55006
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	5.25057
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	2.8308
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.63779
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	2.61778
