#SampleID	Metaphlan2_Analysis
k__Bacteria	99.99595
k__Viruses	0.00405
k__Bacteria|p__Actinobacteria	42.68161
k__Bacteria|p__Firmicutes	25.03345
k__Bacteria|p__Bacteroidetes	19.16909
k__Bacteria|p__Proteobacteria	10.50703
k__Bacteria|p__Fusobacteria	2.43803
k__Bacteria|p__Spirochaetes	0.0991
k__Bacteria|p__Candidatus_Saccharibacteria	0.06763
k__Viruses|p__Viruses_noname	0.00405
k__Bacteria|p__Actinobacteria|c__Actinobacteria	42.68161
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	19.06375
k__Bacteria|p__Firmicutes|c__Negativicutes	16.59929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8.30352
k__Bacteria|p__Firmicutes|c__Bacilli	5.90152
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2.43803
k__Bacteria|p__Firmicutes|c__Clostridia	2.07066
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.90284
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.46199
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.30066
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.0991
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.07673
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.06763
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.02861
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00405
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	41.0937
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	19.06375
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	16.59929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	8.22087
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	5.76259
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2.43803
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.07066
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1.8822
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.58791
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.46199
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.30066
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.13893
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.0991
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.08266
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.07673
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.06763
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.02861
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02064
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.00405
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	32.92187
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	18.41802
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	16.59929
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	8.22087
