#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	32.64278
k__Bacteria|p__Proteobacteria	29.0577
k__Bacteria|p__Bacteroidetes	19.5615
k__Bacteria|p__Actinobacteria	16.80536
k__Bacteria|p__Fusobacteria	1.71289
k__Bacteria|p__Candidatus_Saccharibacteria	0.16814
k__Bacteria|p__Spirochaetes	0.05163
k__Bacteria|p__Firmicutes|c__Bacilli	21.29813
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	19.13842
k__Bacteria|p__Actinobacteria|c__Actinobacteria	16.80536
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	16.26129
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	12.52577
k__Bacteria|p__Firmicutes|c__Negativicutes	9.24921
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.71289
k__Bacteria|p__Firmicutes|c__Clostridia	1.70178
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.39367
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.28611
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.27065
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.16814
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.13697
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.05163
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	19.13842
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	18.57297
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	16.26969
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	16.00471
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	12.45424
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	9.24921
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.72516
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.71289
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.70178
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.51021
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.39367
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.28611
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.27065
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.18159
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.16814
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.13697
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.07499
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.07153
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.05163
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.02546
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	16.62809
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	16.00471
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	13.31699
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	12.45424
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	11.17512
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	9.24921
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	5.82143
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	4.38224
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	2.72516
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	1.92699
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	1.08265
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.791
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.70205
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.63024
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.62002
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.51021
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.39367
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.28611
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.27065
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.18159
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.16814
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	0.13697
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.12766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.11564
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0.07499
