#SampleID	Metaphlan2_Analysis
k__Bacteria	99.99641
k__Viruses	0.00359
k__Bacteria|p__Firmicutes	42.0523
k__Bacteria|p__Bacteroidetes	22.10064
k__Bacteria|p__Actinobacteria	21.50956
k__Bacteria|p__Proteobacteria	12.92599
k__Bacteria|p__Fusobacteria	1.38747
k__Bacteria|p__Candidatus_Saccharibacteria	0.01924
k__Viruses|p__Viruses_noname	0.00359
k__Bacteria|p__Spirochaetes	0.00122
k__Bacteria|p__Firmicutes|c__Negativicutes	21.90298
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	21.51091
k__Bacteria|p__Actinobacteria|c__Actinobacteria	21.50956
k__Bacteria|p__Firmicutes|c__Bacilli	18.21129
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	10.66946
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.82604
k__Bacteria|p__Firmicutes|c__Clostridia	1.67768
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.38747
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.5614
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.43049
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.26035
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.02832
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.01924
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00359
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.00122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	21.90298
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	21.51091
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	20.48383
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	17.5253
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	10.56779
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1.77612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.67768
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.38747
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.01718
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.68599
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.5614
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.43049
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.26035
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.10167
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.02832
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.02771
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02221
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.01924
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.00856
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.00359
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.00122
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	21.90298
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	20.99486
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	15.20659
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	10.80792
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	10.56779
