#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	41.83322
k__Bacteria|p__Actinobacteria	31.56242
k__Bacteria|p__Bacteroidetes	16.45183
k__Bacteria|p__Proteobacteria	8.59911
k__Bacteria|p__Fusobacteria	1.22701
k__Bacteria|p__Candidatus_Saccharibacteria	0.20726
k__Bacteria|p__Spirochaetes	0.11915
k__Bacteria|p__Actinobacteria|c__Actinobacteria	31.56242
k__Bacteria|p__Firmicutes|c__Bacilli	23.83739
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	16.17274
k__Bacteria|p__Firmicutes|c__Negativicutes	14.34231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.54358
k__Bacteria|p__Firmicutes|c__Clostridia	3.1163
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.74765
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.22701
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.53722
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.30788
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.20726
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.18922
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.11915
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.08987
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	30.64358
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	22.38874
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	16.17274
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	14.34231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	5.53838
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.1163
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.66178
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.44865
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.22701
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.83377
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.53722
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.30788
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.20726
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.18922
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.11915
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.08987
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.08587
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.08506
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.0052
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	20.12953
