#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	51.61831
k__Bacteria|p__Bacteroidetes	28.10454
k__Bacteria|p__Actinobacteria	13.48922
k__Bacteria|p__Fusobacteria	4.53045
k__Bacteria|p__Proteobacteria	2.10909
k__Bacteria|p__Candidatus_Saccharibacteria	0.11442
k__Bacteria|p__Spirochaetes	0.03396
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	27.26156
k__Bacteria|p__Firmicutes|c__Negativicutes	26.67244
k__Bacteria|p__Firmicutes|c__Bacilli	18.3454
k__Bacteria|p__Actinobacteria|c__Actinobacteria	13.48922
k__Bacteria|p__Firmicutes|c__Clostridia	5.29897
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	4.53045
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.30149
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.99539
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.708
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.69261
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.4057
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.15037
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.11442
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.03396
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	27.26156
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	26.67244
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	16.6851
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	11.86336
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	5.29897
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	4.53045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.6603
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.419
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.30149
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.99077
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.708
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.69261
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.4057
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.20686
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.15037
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.11442
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.03396
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00461
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	26.73958
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	26.67244
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	15.68899
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	8.0387
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	3.6594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.50074
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2.31562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	2.26822
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	2.21484
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.6603
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.419
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.30149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.99611
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.99077
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.708
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.69261
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.52705
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.52198
