#SampleID	Metaphlan2_Analysis
k__Bacteria	99.98177
k__Archaea	0.01823
k__Bacteria|p__Firmicutes	52.38987
k__Bacteria|p__Actinobacteria	30.53635
k__Bacteria|p__Fusobacteria	5.58716
k__Bacteria|p__Bacteroidetes	5.37005
k__Bacteria|p__Spirochaetes	2.46612
k__Bacteria|p__Proteobacteria	1.55069
k__Bacteria|p__Synergistetes	1.23628
k__Bacteria|p__Candidatus_Saccharibacteria	0.84526
k__Archaea|p__Euryarchaeota	0.01823
k__Bacteria|p__Actinobacteria|c__Actinobacteria	30.53635
k__Bacteria|p__Firmicutes|c__Negativicutes	26.68112
k__Bacteria|p__Firmicutes|c__Clostridia	19.37407
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	5.58716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.88234
k__Bacteria|p__Firmicutes|c__Bacilli	4.15481
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2.46612
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2.17986
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.32731
k__Bacteria|p__Synergistetes|c__Synergistia	1.23628
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.84526
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.45609
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.16932
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.03162
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.03124
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.02281
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.01823
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	26.68112
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	23.79619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	19.37407
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	5.8205
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	5.58716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.88234
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	3.5242
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2.46612
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2.17986
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.31176
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	1.23628
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.91965
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.84526
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.63061
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.45609
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.16932
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.03162
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0223
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.0214
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.01823
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	0.01556
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.00984
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.00051
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	26.68112
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	23.79619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	8.85631
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	5.32829
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	5.20964
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	4.35607
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	3.43418
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	3.31383
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2.46612
