#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Actinobacteria	41.85731
k__Bacteria|p__Bacteroidetes	15.73939
k__Bacteria|p__Fusobacteria	13.63435
k__Bacteria|p__Firmicutes	10.43233
k__Bacteria|p__Candidatus_Saccharibacteria	9.98153
k__Bacteria|p__Proteobacteria	8.21528
k__Bacteria|p__Spirochaetes	0.13979
k__Bacteria|p__Actinobacteria|c__Actinobacteria	41.85731
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	13.63435
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	11.35647
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	9.98153
k__Bacteria|p__Firmicutes|c__Negativicutes	6.16555
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.37405
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4.26214
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.44849
k__Bacteria|p__Firmicutes|c__Bacilli	2.1575
k__Bacteria|p__Firmicutes|c__Clostridia	2.10924
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1.50465
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.13979
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.00887
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	4e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	41.82457
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	13.63435
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	11.35647
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	9.98153
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	6.16555
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.37405
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	3.16584
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.25731
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2.10924
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.90905
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	1.50465
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	1.09293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.24845
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.18932
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.13979
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.01893
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.01382
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.00887
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.00337
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.00186
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	4e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	29.61022
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	11.35647
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	11.15986
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	9.98153
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	6.16555
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	6.08002
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	5.54621
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	3.16584
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2.47449
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2.28289
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2.25731
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	2.09057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.0067
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.68261
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	1.50465
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	1.09293
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	0.58476
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.24845
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.21219
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.1887
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.13979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.08402
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.01893
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.01425
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.01382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.01048
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	0.00887
