#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	33.55149
k__Bacteria|p__Bacteroidetes	24.35535
k__Bacteria|p__Proteobacteria	20.39675
k__Bacteria|p__Actinobacteria	19.48035
k__Bacteria|p__Fusobacteria	1.99379
k__Bacteria|p__Candidatus_Saccharibacteria	0.15491
k__Bacteria|p__Spirochaetes	0.06735
k__Bacteria|p__Firmicutes|c__Negativicutes	24.88957
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	23.81048
k__Bacteria|p__Actinobacteria|c__Actinobacteria	19.48035
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	16.84477
k__Bacteria|p__Firmicutes|c__Bacilli	7.29547
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.90377
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.99379
k__Bacteria|p__Firmicutes|c__Clostridia	1.20655
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.64821
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.47
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.15989
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.15491
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.07487
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.06735
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	24.88957
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	23.81048
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	18.99778
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	16.7425
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	6.99918
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.81281
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.99379
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.20655
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.64821
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.47
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.46404
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.2963
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.15989
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.15491
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.10227
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.09096
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.07487
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.06735
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.01853
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	24.88957
