#SampleID	Metaphlan2_Analysis
k__Bacteria	99.99861
k__Viruses	0.00139
k__Bacteria|p__Firmicutes	35.82816
k__Bacteria|p__Actinobacteria	28.93775
k__Bacteria|p__Proteobacteria	17.04107
k__Bacteria|p__Bacteroidetes	16.79826
k__Bacteria|p__Fusobacteria	1.30642
k__Bacteria|p__Candidatus_Saccharibacteria	0.07276
k__Bacteria|p__Spirochaetes	0.01418
k__Viruses|p__Viruses_noname	0.00139
k__Bacteria|p__Actinobacteria|c__Actinobacteria	28.93775
k__Bacteria|p__Firmicutes|c__Bacilli	26.47949
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	16.3514
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	10.63187
k__Bacteria|p__Firmicutes|c__Negativicutes	7.22317
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	6.22169
k__Bacteria|p__Firmicutes|c__Clostridia	1.38916
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.30642
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.73634
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.39215
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.18752
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.07276
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.05471
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.01418
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.00139
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	28.05542
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	23.5397
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	16.3514
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	10.57697
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	7.22317
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	6.142
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.93979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.38916
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.30642
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.79865
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.73634
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.39215
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.18752
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.08369
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.07969
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.07276
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.05489
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.05471
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.01418
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales	0.00139
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	21.67205
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	16.05872
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	11.5622
