#SampleID	Metaphlan2_Analysis
k__Bacteria	82.60284
k__Archaea	17.39716
k__Bacteria|p__Firmicutes	39.75675
k__Bacteria|p__Actinobacteria	28.99765
k__Archaea|p__Euryarchaeota	17.39716
k__Bacteria|p__Verrucomicrobia	9.20845
k__Bacteria|p__Bacteroidetes	4.24066
k__Bacteria|p__Proteobacteria	0.39934
k__Bacteria|p__Firmicutes|c__Clostridia	37.5302
k__Bacteria|p__Actinobacteria|c__Actinobacteria	28.99765
k__Archaea|p__Euryarchaeota|c__Methanobacteria	17.39716
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	9.20845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	4.24066
k__Bacteria|p__Firmicutes|c__Negativicutes	1.71057
k__Bacteria|p__Firmicutes|c__Bacilli	0.44194
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.32077
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.07404
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.04997
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0286
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	37.5302
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	26.11412
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	17.39716
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	9.20845
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	4.24066
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.88353
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1.71057
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.44194
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.32077
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.07404
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.04997
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.01881
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.00979
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	26.11412
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	25.99697
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	17.39716
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	9.20845
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	7.233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	4.08382
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.88353
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.20056
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1.19015
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	1.10924
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	1.06139
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.71312
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.60133
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.32579
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.32077
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.11615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.10125
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.08241
