#SampleID	Metaphlan2_Analysis
k__Bacteria	99.96138
k__Viruses	0.0236
k__Eukaryota	0.01502
k__Bacteria|p__Firmicutes	51.85563
k__Bacteria|p__Actinobacteria	44.18622
k__Bacteria|p__Bacteroidetes	3.11718
k__Bacteria|p__Proteobacteria	0.79957
k__Viruses|p__Viruses_noname	0.0236
k__Eukaryota|p__Ascomycota	0.01502
k__Bacteria|p__Verrucomicrobia	0.00144
k__Bacteria|p__Candidatus_Saccharibacteria	0.00135
k__Bacteria|p__Firmicutes|c__Clostridia	46.14732
k__Bacteria|p__Actinobacteria|c__Actinobacteria	44.18622
k__Bacteria|p__Firmicutes|c__Bacilli	4.5655
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	3.11718
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.01842
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.70494
k__Bacteria|p__Firmicutes|c__Negativicutes	0.1244
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.07702
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.0236
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0176
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.01502
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0.00144
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.00135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	46.14732
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	41.33553
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4.5655
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	3.11718
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.82652
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.01842
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.46351
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.24144
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.1244
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.07702
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.02416
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.0236
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0176
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.01502
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0.00144
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00135
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	41.33553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	29.83692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	8.94204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	6.42456
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	4.47817
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.82652
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2.29192
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.01842
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.47953
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.46351
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.45525
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.3956
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.30832
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.24144
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.1244
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.08497
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.07702
