#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	43.18949
k__Bacteria|p__Actinobacteria	23.07227
k__Bacteria|p__Bacteroidetes	18.51912
k__Bacteria|p__Proteobacteria	13.47501
k__Bacteria|p__Fusobacteria	1.40996
k__Bacteria|p__Candidatus_Saccharibacteria	0.21763
k__Bacteria|p__Spirochaetes	0.11651
k__Bacteria|p__Actinobacteria|c__Actinobacteria	23.07227
k__Bacteria|p__Firmicutes|c__Bacilli	21.61623
k__Bacteria|p__Firmicutes|c__Negativicutes	19.14027
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	17.43542
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8.65647
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4.28623
k__Bacteria|p__Firmicutes|c__Clostridia	1.97282
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.40996
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.95585
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.5323
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.46017
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.21763
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.12786
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.11651
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	22.3272
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	20.56717
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	19.14027
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	17.43542
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	8.62223
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	4.17988
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.97282
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.40996
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.04906
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.95585
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.68038
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.5323
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.46017
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.21763
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.12786
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.11651
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.10635
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.06469
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.03425
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	19.14027
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	17.62662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	16.79482
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	13.23406
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	8.62223
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	8.12301
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	4.17988
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2.94055
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.04906
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.97013
