#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	42.28817
k__Bacteria|p__Actinobacteria	22.57173
k__Bacteria|p__Bacteroidetes	17.32785
k__Bacteria|p__Proteobacteria	16.38408
k__Bacteria|p__Fusobacteria	1.33574
k__Bacteria|p__Candidatus_Saccharibacteria	0.0677
k__Bacteria|p__Spirochaetes	0.02472
k__Bacteria|p__Actinobacteria|c__Actinobacteria	22.57173
k__Bacteria|p__Firmicutes|c__Negativicutes	20.64214
k__Bacteria|p__Firmicutes|c__Bacilli	19.47086
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	16.98045
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	13.576
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2.27999
k__Bacteria|p__Firmicutes|c__Clostridia	1.88356
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.33574
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.5281
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.30309
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.29161
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.0677
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.04432
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.02472
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	21.73056
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	20.64214
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	18.35537
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	16.98045
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	13.50318
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2.18698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.88356
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.33574
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1.11549
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.79994
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.5281
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.30309
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.29161
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.09301
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.07282
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.0677
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.04432
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.04124
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.02472
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	20.64214
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	15.97171
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	15.95108
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	13.50318
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	11.8
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	9.54592
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2.40428
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	2.18698
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.11549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1.00916
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	1.00874
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.88833
