#SampleID	Metaphlan2_Analysis
k__Bacteria	99.94329
k__Viruses	0.05671
k__Bacteria|p__Firmicutes	43.48313
k__Bacteria|p__Bacteroidetes	32.60795
k__Bacteria|p__Actinobacteria	9.87333
k__Bacteria|p__Fusobacteria	7.21684
k__Bacteria|p__Proteobacteria	6.61037
k__Bacteria|p__Spirochaetes	0.10933
k__Viruses|p__Viruses_noname	0.05671
k__Bacteria|p__Candidatus_Saccharibacteria	0.04156
k__Bacteria|p__Synergistetes	0.00077
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	31.62603
k__Bacteria|p__Firmicutes|c__Negativicutes	23.45285
k__Bacteria|p__Firmicutes|c__Bacilli	15.68946
k__Bacteria|p__Actinobacteria|c__Actinobacteria	9.87333
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	7.21684
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3.72574
k__Bacteria|p__Firmicutes|c__Clostridia	3.13994
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2.31172
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1.20089
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.87083
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.57291
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname	0.11109
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0.10933
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.05671
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname	0.04156
k__Bacteria|p__Synergistetes|c__Synergistia	0.00077
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	31.62603
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	23.45285
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	14.8502
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	7.29417
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	7.21684
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	3.71345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	3.13994
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	2.57711
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2.31172
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1.20089
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.87083
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.83926
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	0.54353
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname	0.11109
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.10933
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.05563
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.04156
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.02938
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	0.0123
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.00206
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0.00108
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.00077
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	31.21889
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	23.45285
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	14.16809
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	5.04281
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	3.96039
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	3.71345
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	3.25644
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	2.57711
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2.52469
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2.31172
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	2.1837
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1.20089
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.87083
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.83926
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.60168
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	0.54353
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.40714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.20148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.19499
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.1512
k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_noname|o__Bacteroidetes_noname|f__Bacteroidetes_noname	0.11109
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	0.10933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.08042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.06757
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	0.05563
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.04156
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae	0.03338
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0.02981
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.02938
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	0.0123
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	0.00242
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.00206
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae	0.00204
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Togaviridae	0.00108
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.00077
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	31.10057
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	21.30769
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	14.16809
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	5.03015
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	3.59982
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	3.25644
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	2.57711
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia	2.51005
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	2.31172
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	2.1837
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	2.0522
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichiaceae_unclassified	1.45034
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	1.20089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0.90396
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga	0.86293
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	0.83926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.79418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	0.77771
